text	label
最苦沉烟杂烛烟	1
琳琅空有万篇垂	4
十月花开不待春	3
山东今岁点行频	3
病里出门行步迟	2
溪水将桥不复回	3
院宇日斜花欲睡	4
风涛共一舟	3
今岁端辰别	4
相传礼乐太常家	3
夷齐之清格鄙顽	2
高位纷纷见陷人	2
万里承平一梦间	5
天人三策锦飘飘	4
不游不饮奈春何	2
肯从悟室课儿书	3
六年流落放归时	3
翠柳颦眉花阁泪	1
问知云子炊香日	3
风吹万籁尽笙歌	5
平生爱与石传神	3
重阳莫草草	3
晚风时带牡丹香	4
三春特盛时	4
从此高禖美应新	5
衰杨叶尽空枝在	2
山水万重书断绝	2
解后东风也欲颠	3
棹取扁舟湖海去	3
亭午无人初破睡	3
一声能遣一人愁	2
此中恐是兰花处	3
朱颜何必为人开	4
玉质秾香总不同	4
买花不得买愁来	1
寻芳何事又空回	2
列宿回元朝北极	3
空留仙洞号华阳	3
金色辉祥发洞灵	5
若教鬼有灵	2
更著官船载御书	3
岁满林光会计期	4
去年辞了横山塔	3
金羽脩眉墨染翎	4
野水弯环夏木森	3
载笔曽叨太史书	4
阎公捉定始应知	3
误恩三品竟何酬	2
垂老虬髯感旧知	2
当时贺厦翩翻者	4
只有寒藤学草书	2
辉辉南极映春城	4
荻篱葛蔓避人居	3
肩舆未尽百重山	4
壮盛先为晚节谋	4
只么守些呆怛怛	3
不见幽人涧下居	2
枝间新绿一重重	4
天遣斜风细雨来	3
荡漾湖光三十顷	4
赵昌骨朽徐熙死	3
不从金舆惟寿王	4
无人知处忽然香	4
慈溪魏子是钟期	4
浆成乳酒醺人醉	4
知君不化伊川祭	3
可堪过雨夜堂寒	2
家人衣食亦随缘	3
喜听冰条落砌声	5
犹堪烂醉十重阳	4
百年能有几春光	2
路逢败屋作鸡栖	2
百年珍重是人情	4
人言霜后寒无奈	2
睡起无人小院空	3
忽被竹阴偷捲去	3
却恐登临不足观	2
夕阳长送钓船归	3
夺得胡儿马便休	3
岁寒唯有君兼我	3
笑折杨枝雪白花	4
若说尝来风味好	4
吾欲借藤床	3
经营欲致黎元福	4
疑恋宽闲去却回	3
和他渔艇独敲榔	3
休看枝上绿	3
雪里星奔避乱兵	2
白头慈母多贤德	5
寻常相见易	3
祇欣欢伯意安哉	5
神仙可学道之馀	3
貂裘换得金鸦觜	3
山川路绝欲安归	3
曾无取次人敲户	3
彼美人兮莲正花	4
葵花制出样争新	3
不见城郭事	2
岂随徐福海中求	3
何树何山着子规	3
枉乞幽香与北风	2
今当远别若为情	2
竹岛花潭思转多	2
须信杨家佳丽种	4
春雨江干不肯晴	3
扑面飞蝇未退藏	2
海棠明日更应红	2
庖蛙煎鳝荐松醪	4
半含红萼带花来	4
帐殿凄凉烟雾凝	2
每嫌杯酒缓归期	2
君因赏月来	3
月落山空秋梦断	2
翠微云外宣平宅	3
天马何劳作颂诗	4
送子归时已满汀	3
篝火宵深兴转浓	4
穷巷空伤老治经	2
取醉非无酒	3
未仕宁论马少游	2
上将腾光入紫微	4
老矣犹思万里行	3
霜雪迷西极	3
瑟瑟澄鲜百丈潭	2
十年重见一伤悲	2
病与衰谋作老仇	1
穷日愔愔已死灰	2
玉为墙壁雪为城	4
我老诗情尽	3
寂寞书窗开未开	2
西流不返日滔滔	2
月蘸澄江上下天	4
不枉人间住百年	4
行人犹未有归期	2
且看红英万点飘	2
无情少壮抛人去	2
世故纷纷漫白头	2
缘是优人有笑声	5
磨墨挥毫自奇怪	3
行客不知身世险	2
真成万丈鹅溪绢	3
一杯閒客两飘零	2
归来又见故乡春	4
蜂儿一路趁人来	3
晚带日光悬	3
不宜便作晴明看	2
红蕊曾游此地来	3
犹要春风慰眼前	5
尘起五云和	4
学道缘吾道化贤	3
拂床聊寄吉祥眠	4
兰陵美酒郁金香	4
藤花浪拂紫茸条	3
严公钓濑不容看	3
蔼蔼春风入水村	4
时事先教梦里知	3
卖薪人散知城近	3
清夜不闻胡马声	4
绝艺如君天下少	4
落魄江南载酒行	1
日采回光天意好	4
少时凭酒剩狂颠	2
讵敢私怀一己忧	2
瑞日舒长呈五色	4
腕前推下水晶珠	4
父老不知前日事	3
惠心通敏尽生知	5
秋风吹客客思家	2
六年底事成遗恨	2
身向青山上屈盘	3
嘉客与贤主	4
云气初看龙起湫	3
扶藜处处从君赏	4
汝复孳孳不少惩	3
只有天地知	2
更吃饧枝蜜果香	5
已具看云眼	4
飞将军来汝奈何	4
云山何处深	4
西师驿上破番书	4
寿质清癯独傲霜	5
吾孙宗子喜相过	4
寄语可师休祝发	3
妻子相宽亦偶然	3
人间花草真堪爱	4
任教句法问何如	3
长乐坊前十里香	4
晴草守沧湾	4
不恨吾年老	2
摇落山川树影稀	4
自笑闲愁七十年	2
莫嫌野外无供给	2
夕阳庭院锁鞦韆	2
满郭春风岚已昏	4
怪来今晚加餐饭	3
风烟草树尽欣欣	4
风暄雨暖日和柔	4
诗酒闲中趣	4
非君谁与共花茵	4
逢花却忆故园梅	2
堪恨无情一枝橹	2
汉使约降蛮稽首	3
一从识得元无事	3
画亦凭陵蜀两孙	3
真珠妆未稳	3
放眼乾坤得倍青	5
祓兰浮枣惜春晖	4
秋山碧树一蝉清	4
即今江表尚恬熙	3
永奉祥祺袭太熙	5
桐花落尽熟朱樱	4
虚心听霜雪	4
心闲道味添	4
万事有为应有尽	3
世间清景是微凉	4
不是笑花花自笑	5
况是终天抱恨时	1
无心出岫已知机	3
且来同酌一杯酒	4
洛阳化为灰	2
画阁岿然百尺危	3
萧萧风雨小江秋	2
自劝之酒一二杯	3
端平曾叹阙三行	2
柏寝才休又雪宫	3
得趣一心欢	4
莫笑书生一卷书	4
犹胜闭户过清明	4
又遣东风薄倖寒	3
若知汝父长相忆	2
春深绝不见妍华	2
好治丝麻理素妆	4
二年辜负两京春	2
黄茅岸上是忠州	3
无人解爱萧条境	2
笑谈为治定循良	4
为花去草优饶处	4
乐退安贫知是分	3
风情太甚要含羞	3
却笑西湖游赏处	4
扑粉曾过宋玉墙	3
满湖开遍水红花	4
宛转回文锦	3
頼有丹砂暖寸田	4
羡君此处留清赏	5
惊见严霜六月飞	1
置心平易始通诗	3
惭愧天公久见容	4
庆成宫宇亘修梁	5
手提三尺龙泉游	4
斲鼻昔常尔	3
只恨春归我未归	2
欲笑周文歌宴镐	4
五更指准月中看	3
偃王功德至今传	5
广武城边逢暮春	2
一床两好世间无	3
凤雏骥子日相高	3
亲见嘉禾屡有秋	4
春雨凄同秋雨声	2
睡乡未苦怯茶枪	2
守令焦劳已月馀	2
笑语风生溽暑清	4
玉楼仍是水精帘	2
药石危言治乱箴	3
朝衣行市头颅落	2
南山莫动北山文	3
胸中莫著伤心事	2
特枉新诗咏陈迹	3
为生易足君无笑	3
峰头挥手笑红尘	3
豺牙虎爪铦于剑	2
曾作金陵烂漫游	3
郡人欲问史君处	3
须知身是地行仙	3
京尘扰扰春游客	3
阶前金薄印于菟	4
五云吉梦世生贤	4
一双金齿屐	4
翠舆黄伞何时幸	4
分明知是湘妃泣	2
惭愧杀青人	2
黄花三度笑空杯	4
宜春新燕帖	4
京国逺来将万里	3
露叶风枝鹎鵊鸣	4
热恼肝脾顿得凉	4
尽日凭阑谁会我	2
蓼芽蔬甲簇青红	4
暮年始羡葛天民	2
只愿玉关烽燧息	3
得此年年醉不知	3
一年最好早春天	4
若教精卫填河汉	3
忽逢重九日	3
佳士欣相识	4
闻说夷陵人为愁	3
山根水壅壑	3
西园牡籥夜沉沉	3
只作初骑竹马看	3
东都放榜未花开	3
形容盛德书生事	5
怕见梅黄雨细时	3
甘心卖国罪滔天	1
伤情暗断恩和爱	1
两物相当请易之	3
沉香亭畔更无诗	2
怨女啼春玉箸垂	2
一卉能令一室香	4
能为白下东南尉	3
只恐雪晴花便尽	2
山茶花落子规啼	2
揽衣起坐对炉熏	4
相逢俱是画中人	3
已许郊间陈祖席	3
山意向秋多	4
正忙亦须偷暇来	4
落花寂寂黄昏雨	2
更飞紫电极青霜	5
梅畔浑无一字诗	2
自顾颓龄七十馀	2
始知立意不徒然	3
在得残红一两枝	4
不教速得只教迟	3
安能屈指计封侯	3
系牛莫碍门前路	3
寂寞一区如此宅	2
晕棱红碧化神工	4
秋晴满眼是南山	4
司马遗书有坐忘	3
折竹声相闻	3
诗无好语书仍俗	2
败絮龙钟拥病身	1
鼎来好事由阴德	4
到此风流故无恙	3
欢声更满使君家	5
白蘋洲上春传语	4
一夜凉风吹髪乱	2
至今但数汉公卿	3
深情不必旁留恋	4
喜少公文更雅醇	4
暖边爽里放兰舟	4
花不中藏祗外斜	3
牛粪火中烧芋子	3
青盖美人回凤带	4
作赋非才惭欲死	2
滕六无端巽二痴	3
兰渚移来手自栽	4
敢谓诗人咏子来	5
渔艇为家芡作粮	2
杨柳如丝拂画桥	2
负郭依山一径深	3
世逢贞观景熙熙	4
根暖怡然独秀林	4
散花又坠劫中尘	2
雪消重作雨	3
春风庭院少迟留	3
分藩鲁宋并山河	4
来作灵岩古洞游	3
丽华妖血流难尽	2
只惯平生作报书	3
半入空虚半入苹	3
一年强半走尘埃	3
烟满秋堂月满庭	3
香里吹笙醉里看	4
宜春祝降祥	5
金甲珠襦锁绣扃	3
风雨何年别	2
稂莠从来易满田	3
春风厌索居	2
新煮黄鸡取次甜	4
羲和应烂醉	3
今朝判与诸人醉	4
洗釜磨刀待晚春	3
问诗不答陈傅良	3
平生爱菊与梅花	3
还似萧郎许玄度	3
又与山禽争口腹	3
西风相体认	5
芷绿兰红亦可悲	2
约欢同一国	4
裛露承风娇不尽	5
昔有麻衣拨地炉	3
更凭颜色诉西风	2
定知欲报淮南诏	4
孤负青山心共知	2
云收远峤凝岚翠	2
雪了又晴晴又雪	4
不察渊鱼未害明	3
宁少公荣莫少车	3
登庸局面变	3
雪融鸳瓦土膏春	4
月蕊晴葩风露格	4
泥首云林咏五噫	3
笑含曾荐茂陵宫	4
青牛西去伯阳翁	3
时来倚杖数昏鸦	3
笑指峰峦紫翠间	4
冤气冲喉未可知	4
江村访酒家	3
细柳桥边深半春	4
曾游楚泽咏江蓠	4
更教谁上少陵坛	5
风雨声豪入梦中	2
一夜新霜著瓦轻	3
说向妆台供媚妾	3
托迹潜园宇宙宽	3
楚蜀可怜人不赏	2
惟有相逢即相别	2
从今敢废墨池工	3
最怜无奈穷耽酒	2
年老官高多别离	1
左右枝梧且过年	2
居延川内少人行	3
白苣黄瓜上市稀	4
不分水流烟湿处	3
寄语诸生休怅望	1
我爱江行怕入城	2
风流扫地无寻处	2
贵人那得看花福	2
何须双鹭相温暖	3
隔岸闻呼见点头	3
尚有青春一半妍	4
脱巾挂石壁	3
生红点点弄娇妍	3
中有武昌鱼	3
倍觉今年春意好	5
蛙鱼凉亦乐	4
无药能医一国狂	2
典衣收旧书	3
一月那知几日明	3
无端飞过双蝴蝶	2
投老方能到眼中	3
想见雪深尺	2
圣主爱亲思尽美	5
拥鼻微吟半醉中	2
气运由来有盛衰	3
巢源王诀奈君何	3
百万闾阎冻馁家	2
黄河岸上白头人	2
中有村翁百结衣	3
窗外垂杨是小蛮	4
临池莫钓放生鱼	3
相招共相乐	4
醉时吐出胸中墨	3
清议从来贵士衡	3
翠华影转宜春苑	5
此地正须烦一笑	2
不知春向雨中回	2
未到五更鸡乱啼	2
绿蒲尚堪把	4
梅花开尽杏花红	4
夺命稠滩百战馀	3
采满花篮损玉葱	2
学士赋诗承赐宴	5
斯须废弃终身困	3
争挽欢声入寿杯	5
高卧草庐人不识	3
仍欣麦黍报丰年	5
恰恰幽禽弄暖时	4
南到杭州北楚州	3
东往天台里	3
林鸟喜人归	4
洗尽平生幻妄心	1
可怜尊足者犹存	2
而今老去都忘了	4
蚍蜉占雨解移穴	3
叫月三声万松外	3
际晚游人也合归	3
暖日晴风晚蝶忙	4
崎岖几日山行倦	2
晚潮初落见平沙	3
东风扶日上花枝	4
爱玄真子吟佳句	4
劝君莫棹酒船回	3
黄叶委庭观九州	3
从此因君染更深	2
谁令避世作聋盲	3
身轻要共紫骝驰	4
店有鸡声觉日晡	3
肃肃槐庭午	4
道傍只恐鬼揶揄	2
咏秋吟夏入宫商	3
人主爱民物	3
端来媚禅房	4
我去自惭遗爱少	2
感君情重惜分离	2
梨花杨柳最关情	3
幽人不寐自吟诗	3
谁知爱酒龙山客	3
洛中九老非吾侣	3
开花若总关憔悴	2
右缘绝壁左深溪	3
帝城花笑长斋客	5
南陌空闻引葬箫	1
却疑山影瘦于帆	2
共作无期别	2
地行臣耄矣	3
滞留朝市常嫌闹	2
一杯成喜只成悲	1
顺俗唯团转	3
夕阳牛背载寒鸦	3
相逢月下是瑶台	4
石钵云寒龙夜吟	3
更怜夫子得西施	3
自把西铭反覆看	3
早惠能言者	3
燕子人亡三百秋	3
一夜冉泾船	3
晚市都无菜可羹	2
水光潋滟晴方好	4
涂山来去熟	4
叶是良媒解寄诗	4
更望重新画舫斋	3
清歌一曲月如霜	4
高眠听午鸡	3
谪后疏狂祗自怜	2
春来亦有北风时	2
蒲团未有祖师意	3
祝融回禄意佳哉	4
石根盘屈老苍官	4
八万四千空色界	3
刻意伤春复伤别	1
汉主寿山称万岁	5
肯将佛法挂心头	3
巧裁綵胜迎佳节	4
渡中短纸谁封附	2
父老从来不识兵	3
夜泊湘川逐客心	2
弄璋恰喜共良辰	5
官居门巷果园西	3
花何太喜谁能赋	5
祇疑终有蛟龙护	3
犹喜孤山下	4
一朵佳人玉钗上	4
宫城佳气晚宜看	4
今难作选锋	2
抱琴端为一来无	3
遏云佳处托知音	4
娇莺方晓听	4
柳摆东风絮作团	3
马蹄行尽九州闲	3
阑干风冷雪漫漫	2
看君不似南阳卧	3
竹竿穿竹篱	3
垂天忽怒飞	3
秋风忽忆银丝鲙	3
水鸟栖烟夜不喧	3
十里琼瑶走马来	3
欲随年少强游春	3
但愿扶桑红日上	4
花落更同悲木落	2
金陵六代空尘迹	5
身世飘然岂自知	2
春信先教驿使知	4
踏青天气欲黄昏	3
自怜报国无他技	2
晚岁俱黄发	2
吉祥预报长庚梦	5
说与鸣鸠一任忙	5
暂偷闲卧老僧床	4
广陵南幸雄图尽	2
归路迢迢月满湖	3
今日举头逢皎日	3
画船犹自弄斜晖	4
疋似东风本不来	4
茹痛含辛说乱华	2
吏静人安无犬惊	3
虎行狼心挽不回	2
个中北望见南山	3
海胡舶千艘	3
日长禁直文书静	3
影堂香火长相续	3
犹胜飘零两处思	2
却把吟肠盛美酒	4
赐羮佳事传青简	4
芭蕉急雨三更闹	2
五更归梦遶云林	3
谁怜此别悲欢异	2
荒凉巢父井亭西	2
忍穿布袜与青鞋	2
急催租税却忧贫	2
万枝开遍瑞云红	4
李花半落雪成堆	3
更堪细雨新秋夜	2
十二光阴一箭寒	3
楼台两岸水相连	3
檐牙燕雀半生成	4
日落满帘何处山	3
明月来相照	3
桃源未必是神仙	5
欲起未成还小睡	3
柴门不用常关著	3
岂无壮士为悲歌	1
攀龙附凤化侯王	4
耆老风流赵与杨	3
长歌起饭牛	3
从此千千万万花	4
时得相从一炷香	3
不因仁及物	3
寂寥谁是清宵伴	2
鮆鱼江上正鲜肥	4
楚国茫茫尽醉人	2
旗鼓少年场	3
只疑土木是形骸	2
相门相客应相笑	4
在郡依前六百日	3
啄教零乱点苍苔	2
空翠扑衣飞	4
道是春来早	3
高花玉质照穷臈	3
少安无躁待秋来	4
五更野叟敲门报	3
尚植忠良翊圣朝	3
名园新景极幽寻	4
长学对治思苦处	2
年年寒食醉眠中	3
毕竟带些幽媚态	4
不怕聪明招嫉妒	3
纵使空门再相见	2
应写黄庭换白鹅	3
蛛网屋煤昏故物	3
月移窗去罢吹箫	2
区区一州力	3
盛衰何预汝	2
四十二年成夭阏	2
倦游识破诸缘妄	4
席上馀杯对早茶	3
掺袂卽千里	2
簿书无算拨还开	3
娲皇笙万攒	3
沙难量福寿	1
经过姑熟多佳趣	4
御苑亲耕喜有秋	4
飞裂还多死后金	2
惆怅西窗夜半灯	1
呼童好好注名籍	3
倚闾慈母笑颜开	4
浯溪见渠文字古	3
眼暗没功夫	3
山城过雨百花尽	2
佳趣源源立马频	4
一杯永日醒双眼	4
一片真心恋着查	3
宻线轻芸迹尚留	3
他日观风一例评	3
世上如今半是君	3
终日著离骚	4
登山上坂乞新篇	4
馀风今日更谁传	2
恨杀秋云故故低	2
未尽炎风早归去	3
计泛楼船会有期	3
争言宝婺下祥光	5
瑞日融和丽玉庭	4
老稚相呼看藉田	4
一夜洞庭湖水声	3
柳色江头春已深	2
遗爱于今谁嗣也	4
见说仙人此避秦	3
流水声中响纬车	3
飞燕不持身欲去	2
废宫荒苑莫闲愁	2
不知杨六逢寒食	3
本求仙蜕远嚣尘	3
投我木瓜霜雪枝	4
驿骑翩翩秖蹔归	3
月射寒光满太虚	2
朝餐兼得解馀酲	3
我与竹君俱晚出	4
中原萧瑟半无人	2
欲知忠信行蛮貊	5
长川几处树青青	3
治乱兴衰甚可嗟	2
一种风流一种死	2
明朝把笔写门楣	4
佳人绝世堕空谷	3
名将皆因战起家	3
庶几民力少能舒	4
一天风雹起龙湫	3
与君陟巘踏春泥	3
偶来傍树寻梅子	4
寂寥方见此时心	2
惟有北人偏怅望	2
悠然不赋诗	4
中酒落花飞絮乱	3
远树成行一带横	3
倚江从此望还辕	2
远林微径雪迷漫	3
何事遣君还似我	3
匹素画缫车	3
雪白晴云水碧天	4
晓思欢欣晚思愁	2
柳侯运笔如电闪	4
赉弼昔营野	4
更引飞泉在上头	4
六花莫道寒难犯	3
南方草木未知名	3
枕低被暖身安稳	4
无月无灯寒食夜	1
越王尝胆恨尤深	2
今日张罗不过门	2
何事悲酸泪满巾	1
床帷半故帘旌断	3
久不作诗诗律废	3
恸哭应知贾谊意	2
终令丑口亡	3
水有青莲沙有金	3
探梅公子款柴门	3
唯应独伴陈皇后	3
呜咽古今无限情	2
凉风白露愁先觉	2
十年美誉酒家闻	5
江海多豪气	3
坐来心迹喜双清	4
对花醉脸上红潮	4
世好因循到子孙	3
汉水得佳鲂	4
笋蕨登盘始见春	4
跳港触荷声	4
银汉沉沉玉漏迟	3
晓日犹疑讲殿开	2
雪满羣山爽病眸	4
内庭耸秀碧云屏	4
微微孤烛客心难	2
何处水边碓	3
交情回首薄如烟	2
断桥颓壁隠苍烟	2
酒病绵绵困未苏	2
云中人作四星看	4
万类欣欣谢至阴	4
门外疎桐影画帘	2
亭亭背暖临沟处	4
上寿萃高门	4
鳯头衔带玉交枝	3
僧刹残灯壁半斜	3
复撚黄金作柳条	4
还揩病眼作花看	2
留连话旧忘尘虑	4
谁得乐天心	3
雨膏饱足土膏肥	4
黄面霜须细瘦身	3
莫厌家山稳	3
风梅已退妆	3
不奈华筵苦见催	2
低花妨帽小携筇	4
相思如对岘山碑	2
尽君花下醉青春	3
吾今担头重	3
曾为老茯神	3
野寺虽闲病至今	2
金鸭嘘空袅细烟	5
犹是晓晴风露下	3
悲歌云汉望公归	1
耳边为爱闻天籁	4
莫使将军恋玉姿	3
晓添龙麝香	4
始信人间大有年	3
闲放无忧穷有意	4
窃禄江湖事不撄	2
今年剩得优游乐	4
孤村古馆雨凄凄	1
无复旧时容	2
只有秋来昼日阴	2
引吭高歌是酒狂	2
背山楼阁晒花裈	3
身世谩悠哉	2
病与愁兼怯酒船	1
近觉王郎不作诗	2
新戒几曾参古德	3
渠冰初破满渠浮	4
解冻依然风栗烈	2
郡枕子陵溪	3
翁缘忧旱又忧渠	1
鹊衔龟顾妙无馀	4
涵濡四十春	5
深锁春光一院愁	2
试上高楼望春色	3
六字持身已有馀	3
肩舆得得款祠坛	4
洗过一番山更好	4
上天官府更纷然	3
我是卿家老寡妻	2
留妾在空台	2
半月巢空鹤不归	2
花底题诗句亦香	4
三年八日登高集	2
神农尝药辨君臣	3
春近能馀几许寒	3
仙肌不怕苦寒侵	4
不须猿臂老将军	3
马中湛岳有妍姿	4
不缘眼痛兼身病	2
推户本来随意入	3
忠州刺史应闲卧	3
每缘忧患丧吾真	2
若教著意才倾日	3
只应画戟清香地	3
空留野水伴寒芦	3
玉液琼浆总不如	4
只是担头无櫑子	2
却好夜来徵檄过	4
漫天何所似	3
为爱危亭首屡回	3
画角三终夜未阑	3
那堪去梯子	3
醡头春酒响潺潺	3
光霁丰标今寂灭	2
骑马出门天万里	3
东轩窗外听跳珠	3
定知德寿万年春	5
贬削村夫子	2
农谈畎亩知何事	3
冰释又成泥	2
万灵回首贺轩台	4
老年尚喜管城子	4
一代词章世共珍	4
底羡簪花醉洛阳	5
不辞晨起立秋风	3
谁倚青楼望归骑	3
美人多爱向东来	4
但将裘马诧轻肥	4
地平一望暖生烟	4
但且任么随俗过	4
笙歌未必可安身	2
怕日嫌风不自持	2
辛苦行冬强作难	2
长挂江边小树梢	3
诗卷且留灯下看	3
八面风中不动尊	3
青盖朝来帝座新	4
老人举动须扶掖	2
如何还写字蝇头	2
函谷虽云险	3
美人应怯暮寒多	2
闾阎犹系花农忧	2
疋如避难在空山	2
会乘云雨一时回	4
轲意正迂阔	3
今朝暂共游僧语	3
小杜坟连老杜祠	2
应搜佳丽入机神	3
大愧坠楼人	3
逢人口口道琼花	4
较似后山更平澹	3
拣尽南枝与北枝	3
南行道弥恶	2
扬雄自负功名志	3
莲子纤花实更妍	4
吴儿沿路唱歌行	3
药栏花暖小猧眠	4
女工兴念忆归安	2
入到船中气鬰蒸	3
不知鬼谷事如何	3
行人已过大梁西	2
动容咏德终宵乐	5
阳林堂下百株梅	3
鄱阳莺报越乡春	2
当檐种竹已青青	4
香雾濛濛扑手来	4
方有诗情约略生	4
缓移淑景觉暄妍	4
豺虎刚嫌污齿牙	3
胭脂颜色更浓妆	4
昔托孤根百仞溪	2
谁信幽香是返魂	3
千年不死后人看	4
寒久花迟也大奇	5
一径人寻谷口村	3
娇饶全在欲开时	4
抱父悲同泣旻哀	1
花开满院香	4
宝慈殿里百花香	4
看取青门一故侯	3
火齐堆盘起	3
衰病摧颓自畏人	2
不知春去尚啼春	3
幽寻自笑本无事	3
狺狺终夜护篱门	4
双袖横流血泪痕	1
橘边沽海半罎空	2
人间惟有杜司勋	2
细雨清明鬼泪多	1
白昼银盘水面飞	4
渔父由来亦不仁	2
半朽临风树	2
未应人笑是书痴	3
世间岂少磻溪叟	3
尽是刘郎手自栽	3
雨声惊断长安梦	2
玉立君家好弟兄	4
西窗一夕悲人事	1
与世无缘每背驰	2
归逢大老耆年会	3
掊地甃砖炉	3
网鱼野老何曾觑	3
不见诗人眼底空	2
樊笼何乐似山林	2
俯仰之间已陈迹	3
欢笑何年得似渠	1
我是人间自在人	4
畏向玉阶生	2
平生大节堪为底	2
莫嫌入夜还休去	3
冥冥独凤随云雾	1
某水丘吾童子游	3
俱怜一逐臣	2
春光浓里更江行	4
斜向西南月半弯	3
春水满田如一湖	4
瑞福随春到	5
半似枯禅半似痴	2
春喉爽朗天颜喜	5
南山新长凤凰雏	4
两头颠倒玉龙蟠	4
梦游帝里送残秋	2
士女拥途迎	4
人间万事信悠哉	3
羽短笼深不得飞	2
它乡异县老何堪	2
底事殷勤喭元绪	3
年年此夕费吟呻	3
旧怀言未尽	2
笔追韩干此图间	3
望断长燕万里深	2
一联半首致魁台	3
汶阳归客泪沾巾	1
荒山一夜雨吹风	2
裴回轻雪意	4
佳人早幸已从良	4
顾我未能从学道	3
马上漫郎醒复醉	3
周郎功业莽悠悠	3
莫嫌明主遣和亲	3
嘉树团团俯可攀	4
醉鞍把玩归来晚	4
乾坤几反覆	3
尘劳君少耐	2
水复山长道阻跻	2
除是张乔再世来	2
壶公立在月明中	4
终羞揽袂道牛衣	1
挑致海东夷	2
又了浮生一夜眠	3
前雁惊飞后回眄	4
一鸡一犬伴东归	4
弹罢瑶筝重鼓瑟	4
逆风恶浪打船篷	2
宁因水旱辍良农	3
絶胜栽柳向门前	5
嘉客会初筵	4
玉楼银阙剩遨游	4
浊醪粗饭不成欢	2
且遶栏干一百回	2
忆君相逐入朝时	2
何妨一整复前欢	4
吴牛三十角	3
职在其间怎可辞	3
荷叶田田柳絮阑	4
季子亦唐行秘书	3
五步濠梁亦堪乐	5
葬汝先人墓道西	3
时流欢笑事从别	4
吞月任行云	3
窜迹任浮沈	2
前有沂公后简斋	3
即是人间小太行	2
羡尔无知野性真	4
本愿终不移	3
莫怪夜行人不问	3
小臣曾是老门生	3
簇簇深红间浅红	4
半路蛙声迎步止	3
并觉春从殿里回	4
长河终岁足悲风	2
妾纫忘忧草	4
独来野寺无人识	3
殷勤无计谢姮娥	2
更看丹砂理雪衣	4
祇有慇勤月到庭	2
何用金丹九转成	3
寂感一灵君	3
穹窿远朝市	4
小盆零落珊瑚花	4
看花狼藉为花愁	2
添却征人无限泪	1
旧闻双井团茶美	4
争知万顷青青麦	3
雪深疲马度青齐	2
佛屋无人到晓灯	3
故人零落已无多	1
五色綵丝初献寿	4
万今千古共谁论	3
萤低照去踪	2
似怜桃李无颜色	3
暖气薰人软欲痴	3
年来仙实两呈祥	5
常书乞米帖	3
不将锦被作呻吟	2
醉见海棠真贵妃	3
绝笔殷勤记岁寒	4
夜深归梦无羁束	3
好雨从今及稻禾	5
谷雨如丝复似尘	3
何故高楼鼓角悲	1
竟将何罪废欧梅	3
烛光何罪也堪憎	2
两桨凌波去似飞	4
芙蓉照水弄娇斜	4
白虚光里诵黄庭	3
莫向行人赠杨柳	3
恍似湖心见白龙	3
翩翩独立人间世	4
瘦瘠江梅知我意	2
珊瑚列库藏	3
汩汩馀汤自入池	2
驱除牢愁须酒圣	2
就中一树尤清绝	4
月白风清易得诗	4
远酾清颍入溪渠	4
北人不拾江西唾	2
他年端不负山灵	3
玉殿吹笙第一仙	3
行乐他乡得似无	4
玲珑鸡子斗赢时	4
归即应归兜率天	3
溪头正雨归不得	2
东风未得颠如许	3
娇娆万态逞殊芳	4
拂窗敲砌送寒声	2
势入浮云亦是崩	2
惭愧风师教款曲	2
鬓边插得梅花满	4
今如罝中兔	2
亭午香飞鹊尾炉	4
尚能相伴到期颐	3
笙清簧暖小排当	4
正旦颂椒花	4
乱后霜须长几茎	3
只愿荆花常烂熳	4
招得老僧红外至	3
愿得清时同贞观	2
日暮松烟空漠漠	3
引觞延胜友	4
三尺青龙不切泥	3
死者还曾哭送人	1
兴亡总不关君事	3
死者已死黄雾中	1
犹忧谷贱大伤农	1
好竹连山觉笋香	4
软饱三杯醒又饥	2
萧条香蜕葬江湄	2
红烛秋光冷画屏	3
忽成风雨落花天	4
几向秋风听楚江	2
千重海浪渔人醉	3
琛税年亏钜万缗	3
东风暗与色香归	3
织蒲投我最宜寒	2
一种青山秋草里	3
十分春色半豪家	5
柴荆终日为谁开	3
迟日东风似古原	4
万蘂千葩染似红	4
雨打桐花盖绿莎	3
放出光辉万里清	4
作阮犹堪继仲容	3
春风野岸名花发	3
谁知檀萼香须里	3
自翦矮笺誊断稿	2
望尽西州转更愁	1
卧闻布水中宵起	3
洞房香吐合昏花	4
偶得瑞莲传好信	4
谪在人间五百年	1
得花妙处忽欣然	5
城柳宫槐谩摇落	2
老人七十八	3
相得在中河	4
浊醪时饮十分杯	3
闲人似我世间无	2
不是下山防破戒	3
谁知物趣深	4
愁看贼火起诸烽	1
自是寻春去校迟	3
早约戎装去看城	3
直驱鸡犬入桃花	4
我家曽住赤阑桥	3
惠泉那许东北流	3
已为功名少退身	3
山上孤亭四牖开	3
忆得往年秋获半	4
骑马风前怕打头	3
只及乡闾会葬时	2
添出余情又一般	5
丹山聊听喊茶声	3
江南匹士死犹荣	4
祇知轻薄唐将晚	2
哀哀怨江水	2
却胜涧底作真松	4
垂柳阴阴苏小家	4
欲嗔仍复笑	4
四更烛下作蝇头	2
自言多病腰围减	2
坛植花王姚魏良	4
数日阴霖气不舒	2
